DesignID,k,family,nc,rf,ra,alpha,N,D_reg,A_reg,G_reg,D_scaled,A_scaled,G_scaled,Deff_reg,Aeff_reg,Geff_reg,Deff_scaled,Aeff_scaled,Geff_scaled
SCCD_k4_nc1_rf1_ra1,4,SCCD,1,1,1,2,25,19.205797092532244,1.880016102954351,0.9822659883877689,19.789560251103172,1.5681914710029363,0.7346773373989564,0.30794153541851754,0.18089359069439587,0.14794072296731975,0.31163520285679647,0.20755754986328176,0.21175785963938246
SCCD_k5_nc1_rf1_ra1,5,SCCD,1,1,1,2.23606797749979,43,34.496470876607574,1.701919378755162,0.9547407339327733,35.612609027617054,1.2776591694503767,0.6216298603953455,0.2968820876291145,0.16409864801187912,0.1140222347493909,0.3006218327942748,0.2036531160539533,0.17304558486968263
SCCD_k6_nc1_rf1_ra1,6,SCCD,1,1,1,2.449489742783178,77,62.733144760277106,1.5381084385417758,0.9446433345312408,64.95370052430167,0.9747153598422139,0.4910789517880392,0.28128839933462974,0.13321861267748702,0.07765970418655017,0.28552852925567535,0.19045964934937878,0.1544409920097806
SCCD_k7_nc1_rf1_ra1,7,SCCD,1,1,1,2.6457513110645907,47,21.680398138343374,301.86187059390744,462.99120561222526,30.967413197969343,6.962942285267422,8.670931013753462,0.28363454372554925,0.9947780503462423,0.7461811774901189,0.24983446877303972,0.20476815711884783,0.19458877187156018
SCCD_k8_nc1_rf1_ra1,8,SCCD,1,1,1,2.8284271247461903,49,11.17954122651402,801.8466714475303,585.3819539876422,23.47682329962429,15.203098684552744,12.40985684757021,0.2913791516364715,0.9980179367367652,0.9018025973007925,0.20758165447172233,0.15194591991014092,0.13854809250873565
SCCD_k9_nc1_rf1_ra1,9,SCCD,1,1,1,3,51,5.670783935320075,1501.7756665869126,1037.4433995939469,17.756709516757933,25.5984240592871,14.121624505841101,0.3001950290425907,0.9989626801754463,0.7936114838655947,0.15877785723338014,0.10223244300336325,0.10880088276807881
SCCD_k10_nc1_rf1_ra1,10,SCCD,1,1,1,3.1622776601683795,53,2.9409516552415385,2401.6459201648613,1198.2829849459627,13.651176038315068,37.74750765108329,20.598658581723836,0.309012190752833,0.9993826266623062,0.9154350993456007,0.11117758875772311,0.06419643782486499,0.06227568778266504
FCCD_k3_nc3_rf1_ra1,3,FCCD,3,1,1,1,17,7.034275400483078,1.971299907359681,0.7251686414755213,7.159724873843854,1.9144425921885548,0.7028026194882232,0.194761321274656,0.1899640312464943,0.26402399162122864,0.19480192263278906,0.1894946090991938,0.26409199027812774
FCCD_k4_nc3_rf1_ra1,4,FCCD,3,1,1,1,27,11.385807645050177,2.280435498369898,0.6944702669280035,11.671888805592191,2.1540821155759766,0.6880245511025588,0.18255754089789597,0.14913066546709863,0.20924890148444703,0.18380253979872688,0.15110379362247892,0.22611649576146187
FCCD_k5_nc3_rf1_ra1,5,FCCD,3,1,1,1,45,19.52678590423545,2.586379351014743,0.7532861410538322,20.278567089695912,2.298885207293897,0.650193099130335,0.16805060971808852,0.107982098205882,0.1445156974970934,0.1711803816513008,0.11318497778310792,0.16544362422248446
