DesignID,lambda,lambda_eff,Dcrit,Acrit,Gcrit
RCCD_k9_nc10_rf1_ra1,1e-10,2.0747806374479e-8,0.24138346215790882,722968035.7348317,1289215034.1086233
RCCD_k10_nc10_rf1_ra1,1e-10,3.524545454545456e-8,0.049459557613144293,680938804.0049328,913792189.8980805
SCCD_k3_nc10_rf1_ra1,1e-10,1.6800000000000002e-9,13.432128470499245,0.8575396823913621,0.6569443000839784
SCCD_k4_nc10_rf1_ra1,1e-10,2.786666666666667e-9,22.364150290123867,0.7708333331952096,0.5833303519782118
SCCD_k5_nc10_rf1_ra1,1e-10,4.723809523809524e-9,38.462743988984506,0.6363095236734155,0.5258724601542779
SCCD_k6_nc10_rf1_ra1,1e-10,5.078571428571429e-9,40.960517387004074,0.7950126260977562,0.6244961077189213
SCCD_k7_nc10_rf1_ra1,1e-10,5.444444444444445e-9,6.944096603078952,551020543.1524259,2552608218.7539616
SCCD_k8_nc10_rf1_ra1,1e-10,5.8177777777777795e-9,0.9161777291284907,1375095834.5488763,3559071221.8850293
SCCD_k9_nc10_rf1_ra1,1e-10,6.196363636363636e-9,0.1198479817187266,2420773066.516291,4356467325.466954
SCCD_k10_nc10_rf1_ra1,1e-10,6.5787878787878796e-9,0.01720218977869645,3648088763.831523,5009390164.462447
FCCD_k3_nc1_rf2_ra1,1e-10,1.79e-9,10.545465272188727,1.7642790250037268,3.137400865259633
FCCD_k4_nc1_rf2_ra1,1e-10,3.3666666666666666e-9,18.22135552592666,2.0473566878072296,5.902925905585391
FCCD_k5_nc1_rf2_ra1,1e-10,6.5476190476190486e-9,32.46024532432286,2.3995181175314584,8.83298745128054
FCCD_k6_nc1_rf2_ra1,1e-10,6.532142857142857e-9,34.53062272896296,2.954397300676012,13.142674063227489
FCCD_k7_nc1_rf2_ra1,1e-10,6.519444444444445e-9,5.660917558655475,460162532.4397289,2062522556.6488252
FCCD_k8_nc1_rf2_ra1,1e-10,6.508888888888889e-9,0.7137701922789083,1229089334.5968459,3020213788.0773687
FCCD_k9_nc1_rf2_ra1,1e-10,6.5e-9,0.08843759440503145,2307693760.7972136,4179036211.161772
FCCD_k10_nc1_rf2_ra1,1e-10,6.492424242424242e-9,0.011944721269827726,3696614008.5778923,5113019979.632625
RCCD_k3_nc1_rf2_ra1,1e-10,2.319705627484772e-9,15.275349801138153,1.7906813579557856,0.9845598381372793
RCCD_k4_nc1_rf2_ra1,1e-10,4.326666666666667e-9,30.008709342045425,1.6374999931770475,0.9522539766669676
RCCD_k5_nc1_rf2_ra1,1e-10,8.245564488071065e-9,59.818713240856816,1.3301577368154132,0.805086489067766
RCCD_k6_nc1_rf2_ra1,1e-10,9.532142857142859e-9,72.31020941834794,0.9236328093181579,0.45787992575566006
RCCD_k7_nc1_rf2_ra1,1e-10,1.185942199718274e-8,13.891456183923088,252963465.20636925,1264610023.2751992
RCCD_k8_nc1_rf2_ra1,1e-10,1.610888888888889e-8,2.1380743983111925,496620347.09309095,1261584265.2132185
RCCD_k9_nc1_rf2_ra1,1e-10,2.3931442738115362e-8,0.3461773794600817,626790300.8183367,1048815681.0786086
RCCD_k10_nc1_rf2_ra1,1e-10,3.8431818181818194e-8,0.0666399818383784,624482609.8138481,830808128.4576572
SCCD_k3_nc1_rf2_ra1,1e-10,2.39e-9,15.738802796571825,1.7834595916284464,0.9973742137750454
SCCD_k4_nc1_rf2_ra1,1e-10,4.326666666666667e-9,30.008709342045425,1.6374999931770475,0.9924363691970197
SCCD_k5_nc1_rf2_ra1,1e-10,7.880952380952382e-9,56.370193792013,1.5065202588740665,0.9600965257350086
SCCD_k6_nc1_rf2_ra1,1e-10,8.24642857142857e-9,62.69854263518864,1.5516264507112154,0.9357316688793431
SCCD_k7_nc1_rf2_ra1,1e-10,8.619444444444444e-9,10.763259056538518,348050838.4233073,1886693488.023183
SCCD_k8_nc1_rf2_ra1,1e-10,8.997777777777779e-9,1.4177040213196248,889108876.3347517,2134378154.639545
SCCD_k9_nc1_rf2_ra1,1e-10,9.38e-9,0.18346740463253206,1599147777.998981,2861757304.456477
SCCD_k10_nc1_rf2_ra1,1e-10,9.765151515151517e-9,0.025900170774959385,2457722400.518738,3377263348.0609255
FCCD_k3_nc3_rf2_ra1,1e-10,1.8100000000000002e-9,11.02625990405711,1.6239508382668497,3.198738311906964
FCCD_k4_nc3_rf2_ra1,1e-10,3.38e-9,18.606249641684354,1.9842360830707335,5.734088341172227
FCCD_k5_nc3_rf2_ra1,1e-10,6.557142857142857e-9,32.833938740162154,2.364389785390155,9.028197488239488
FCCD_k6_nc3_rf2_ra1,1e-10,6.539285714285714e-9,34.771913211630455,2.9319844038788654,14.635098158749306
FCCD_k7_nc3_rf2_ra1,1e-10,6.5250000000000005e-9,5.6871319399998415,459770174.2059231,2619607884.818773
FCCD_k8_nc3_rf2_ra1,1e-10,6.5133333333333344e-9,0.716097895509965,1228251209.6072252,3019222732.391618
FCCD_k9_nc3_rf2_ra1,1e-10,6.503636363636363e-9,0.08865044408423607,2306402891.5437126,4024718017.433932
FCCD_k10_nc3_rf2_ra1,1e-10,6.4954545454545455e-9,0.011966725255844734,3694895057.526281,5132008537.381036
RCCD_k3_nc3_rf2_ra1,1e-10,2.339705627484772e-9,17.032613018901255,0.9123028108527982,0.5524897491644701
RCCD_k4_nc3_rf2_ra1,1e-10,4.34e-9,32.289059895701165,0.8041666658595099,0.490178001680125
RCCD_k5_nc3_rf2_ra1,1e-10,8.255088297594875e-9,62.76920083172747,0.6670059873558157,0.38570189963956897
RCCD_k6_nc3_rf2_ra1,1e-10,9.539285714285716e-9,74.12260782728566,0.6370117179181427,0.32205867193978815
