DesignID,k,family,nc,rf,ra,alpha,N
RCCD_k4_nc7_rf3_ra3,4,RCCD,7,3,3,2,79
RCCD_k5_nc7_rf3_ra3,5,RCCD,7,3,3,2.378414230005442,133
RCCD_k6_nc7_rf3_ra3,6,RCCD,7,3,3,2.8284271247461903,235
RCCD_k7_nc7_rf3_ra3,7,RCCD,7,3,3,3.363585661014858,145
RCCD_k8_nc7_rf3_ra3,8,RCCD,7,3,3,4,151
RCCD_k9_nc7_rf3_ra3,9,RCCD,7,3,3,4.756828460010884,157
RCCD_k10_nc7_rf3_ra3,10,RCCD,7,3,3,5.656854249492381,163
SCCD_k3_nc7_rf3_ra3,3,SCCD,7,3,3,1.7320508075688772,49
SCCD_k4_nc7_rf3_ra3,4,SCCD,7,3,3,2,79
SCCD_k5_nc7_rf3_ra3,5,SCCD,7,3,3,2.23606797749979,133
SCCD_k6_nc7_rf3_ra3,6,SCCD,7,3,3,2.449489742783178,235
SCCD_k7_nc7_rf3_ra3,7,SCCD,7,3,3,2.6457513110645907,145
SCCD_k8_nc7_rf3_ra3,8,SCCD,7,3,3,2.8284271247461903,151
SCCD_k9_nc7_rf3_ra3,9,SCCD,7,3,3,3,157
SCCD_k10_nc7_rf3_ra3,10,SCCD,7,3,3,3.1622776601683795,163
FCCD_k3_nc10_rf3_ra3,3,FCCD,10,3,3,1,52
FCCD_k4_nc10_rf3_ra3,4,FCCD,10,3,3,1,82
FCCD_k5_nc10_rf3_ra3,5,FCCD,10,3,3,1,136
FCCD_k6_nc10_rf3_ra3,6,FCCD,10,3,3,1,238
FCCD_k7_nc10_rf3_ra3,7,FCCD,10,3,3,1,148
FCCD_k8_nc10_rf3_ra3,8,FCCD,10,3,3,1,154
FCCD_k9_nc10_rf3_ra3,9,FCCD,10,3,3,1,160
FCCD_k10_nc10_rf3_ra3,10,FCCD,10,3,3,1,166
RCCD_k3_nc10_rf3_ra3,3,RCCD,10,3,3,1.681792830507429,52
RCCD_k4_nc10_rf3_ra3,4,RCCD,10,3,3,2,82
RCCD_k5_nc10_rf3_ra3,5,RCCD,10,3,3,2.378414230005442,136
RCCD_k6_nc10_rf3_ra3,6,RCCD,10,3,3,2.8284271247461903,238
RCCD_k7_nc10_rf3_ra3,7,RCCD,10,3,3,3.363585661014858,148
RCCD_k8_nc10_rf3_ra3,8,RCCD,10,3,3,4,154
RCCD_k9_nc10_rf3_ra3,9,RCCD,10,3,3,4.756828460010884,160
RCCD_k10_nc10_rf3_ra3,10,RCCD,10,3,3,5.656854249492381,166
SCCD_k3_nc10_rf3_ra3,3,SCCD,10,3,3,1.7320508075688772,52
SCCD_k4_nc10_rf3_ra3,4,SCCD,10,3,3,2,82
SCCD_k5_nc10_rf3_ra3,5,SCCD,10,3,3,2.23606797749979,136
SCCD_k6_nc10_rf3_ra3,6,SCCD,10,3,3,2.449489742783178,238
SCCD_k7_nc10_rf3_ra3,7,SCCD,10,3,3,2.6457513110645907,148
SCCD_k8_nc10_rf3_ra3,8,SCCD,10,3,3,2.8284271247461903,154
SCCD_k9_nc10_rf3_ra3,9,SCCD,10,3,3,3,160
SCCD_k10_nc10_rf3_ra3,10,SCCD,10,3,3,3.1622776601683795,166
