DesignID,k,family,nc,rf,ra,alpha,N,Dcritical,Acritical,Gcritical,Defficiency,Aefficiency,Gefficiency
SCCD_k5_nc10_rf2_ra2,5,SCCD,10,2,2,2.23606797749979,94,74.42785418648937,0.3781547619047618,0.17007612304568748,0.6406231059934938,0.73892759299803,0.6724864524418744
SCCD_k6_nc10_rf2_ra2,6,SCCD,10,2,2,2.449489742783178,162,132.81607939014864,0.3091465643274851,0.11723221384751112,0.595576025435563,0.6630770140213588,0.6464884314522339
FCCD_k3_nc1_rf3_ra2,3,FCCD,1,3,2,1,37,17.17507188131808,0.9777950310559007,0.30163415547420314,0.475712537227452,0.3832454019844841,0.6415300151662485
FCCD_k4_nc1_rf3_ra2,4,FCCD,1,3,2,1,65,29.475174803001806,1.0875779625779627,0.31393747482064815,0.4727056750514849,0.31287667595911317,0.4867665908746551
FCCD_k5_nc1_rf3_ra2,5,FCCD,1,3,2,1,117,52.092817502121406,1.244842587004627,0.326407820997823,0.4483786737226549,0.2244693352493653,0.3504018019005277
FCCD_k6_nc1_rf3_ra2,6,FCCD,1,3,2,1,217,94.5774068109379,1.4261866455660668,0.36815443599640985,0.42410554733359157,0.1437315244863123,0.205862710416151
RCCD_k3_nc1_rf3_ra2,3,RCCD,1,3,2,1.681792830507429,37,24.1181534223883,1.592356533906698,0.9699279415822919,0.6680209571806921,0.23533388519220083,0.19950694895988447
RCCD_k4_nc1_rf3_ra2,4,RCCD,1,3,2,2,65,47.41653493819587,1.4882812500000044,0.9864845940049982,0.7604387524880603,0.22863808690580273,0.15490791776670212
RCCD_k5_nc1_rf3_ra2,5,RCCD,1,3,2,2.378414230005442,117,94.77987508245498,1.114645753980726,0.7683006404490328,0.8157991201635317,0.250688603977637,0.14886605920986393
RCCD_k6_nc1_rf3_ra2,6,RCCD,1,3,2,2.8284271247461903,217,193.7614158705265,0.4871651785714286,0.2971919847792104,0.8688680954656678,0.42077716098334644,0.2550178804527841
SCCD_k3_nc1_rf3_ra2,3,SCCD,1,3,2,1.7320508075688772,37,24.86319856811408,1.6064814814814878,0.9983810215469278,0.6886571046781432,0.23326471799094187,0.19382115661232902
SCCD_k4_nc1_rf3_ra2,4,SCCD,1,3,2,2,65,47.41653493819587,1.4882812500000044,0.981094519888637,0.7604387524880603,0.22863808690580273,0.15575897252345325
SCCD_k5_nc1_rf3_ra2,5,SCCD,1,3,2,2.23606797749979,117,88.71978670816081,1.3889942528735781,0.9871525861642589,0.7636381022305423,0.20117360991014951,0.11586242110399603
SCCD_k6_nc1_rf3_ra2,6,SCCD,1,3,2,2.449489742783178,217,165.9676765880088,1.3080632716049394,0.966097740686343,0.744234957295336,0.15671105918119616,0.07844886376828444
FCCD_k3_nc3_rf3_ra2,3,FCCD,3,3,2,1,39,17.67249723547661,0.9200513538748832,0.293546062353867,0.4894901492772397,0.40729840585225596,0.6592061320269145
FCCD_k4_nc3_rf3_ra2,4,FCCD,3,3,2,1,67,29.841818767203897,1.0654809352995882,0.3106928495685134,0.47858569726543465,0.3193654306748338,0.4918499881103523
FCCD_k5_nc3_rf3_ra2,5,FCCD,3,3,2,1,119,52.43207098285153,1.2335505529225907,0.33525044624801953,0.45129873128604875,0.2265241479832273,0.34115954180549507
FCCD_k6_nc3_rf3_ra2,6,FCCD,3,3,2,1,219,94.94148070677217,1.419395441474631,0.3739621399027255,0.42573813342438305,0.14441921875997127,0.2026656229576195
RCCD_k3_nc3_rf3_ra2,3,RCCD,3,3,2,1.681792830507429,39,26.870974844514386,0.726672035266474,0.32992666108454743,0.7442681876029489,0.5156871759872148,0.5865162994100549
RCCD_k4_nc3_rf3_ra2,4,RCCD,3,3,2,2,67,51.01969963392565,0.6549479166666663,0.330650227419804,0.8182242079162384,0.5195493704440028,0.46216291928396874
RCCD_k5_nc3_rf3_ra2,5,RCCD,3,3,2,2.378414230005442,119,99.14036458103038,0.5429508860834652,0.29844000967184875,0.8533311752894267,0.5146487374036139,0.3832391265427933
RCCD_k6_nc3_rf3_ra2,6,RCCD,3,3,2,2.8284271247461903,219,197.16591034163997,0.34744086779448596,0.186991969441327,0.8841345849979096,0.5899938659216185,0.4053076197463706
SCCD_k3_nc3_rf3_ra2,3,SCCD,3,3,2,1.7320508075688772,39,27.750392102478724,0.7175925925925919,0.3321478100708397,0.7686261534943684,0.5222119815668208,0.5825941296880847
SCCD_k4_nc3_rf3_ra2,4,SCCD,3,3,2,2,67,51.01969963392565,0.6549479166666663,0.33167849370451824,0.8182242079162384,0.5195493704440028,0.46073012651336426
SCCD_k5_nc3_rf3_ra2,5,SCCD,3,3,2,2.23606797749979,119,93.48470217689267,0.5889942528735619,0.3298818152071206,0.8046511742952958,0.47441717237776376,0.34671171116313565
SCCD_k6_nc3_rf3_ra2,6,SCCD,3,3,2,2.449489742783178,219,172.60904871698628,0.5302854938271603,0.32591032063404074,0.7740163063170592,0.38656154685619953,0.23254639466005994
FCCD_k3_nc5_rf3_ra2,3,FCCD,5,3,2,1,41,18.068916712363006,0.8852842183994017,0.27978091867249744,0.5004701158508372,0.42329394554550326,0.6916388910801227
FCCD_k4_nc5_rf3_ra2,4,FCCD,5,3,2,1,69,30.154534518188044,1.0497812748551303,0.30614296826172693,0.4836008502257197,0.3241415959002851,0.49915983775136463
FCCD_k5_nc5_rf3_ra2,5,FCCD,5,3,2,1,121,52.732403825707735,1.224811225284135,0.31618323678153903,0.4538837871193167,0.22814045317898365,0.3617329299183771
FCCD_k6_nc5_rf3_ra2,6,FCCD,5,3,2,1,221,95.2713681038842,1.4138613441773826,0.3563309314105065,0.42721741986105105,0.14498450050524403,0.21269349182217995
RCCD_k3_nc5_rf3_ra2,3,RCCD,5,3,2,1.681792830507429,41,28.269106514172485,0.5497917809923235,0.21978843283323268,0.7829934266323453,0.6815952196649553,0.8804256067599805
RCCD_k4_nc5_rf3_ra2,4,RCCD,5,3,2,2,69,52.78710128688256,0.48828125000000006,0.19738046728775444,0.8465687655662586,0.6968888888888887,0.7742117366834578
RCCD_k5_nc5_rf3_ra2,5,RCCD,5,3,2,2.378414230005442,121,101.41779789608516,0.40497431092614744,0.18679533935454876,0.8729337343035262,0.6899918845617505,0.6122951944479385
RCCD_k6_nc5_rf3_ra2,6,RCCD,5,3,2,2.8284271247461903,221,199.4777257368504,0.28553769213381575,0.13447533848943227,0.8945012652292665,0.7179016515730756,0.5635923351991132
SCCD_k3_nc5_rf3_ra2,3,SCCD,5,3,2,1.7320508075688772,41,29.204784023865713,0.5398148148148147,0.22664665319354696,0.8089096804470961,0.6941925998529773,0.8537843449679212
SCCD_k4_nc5_rf3_ra2,4,SCCD,5,3,2,2,69,52.78710128688256,0.48828125000000006,0.19832119337337842,0.8465687655662586,0.6968888888888887,0.7705393042817267
SCCD_k5_nc5_rf3_ra2,5,SCCD,5,3,2,2.23606797749979,121,95.7866037429523,0.4289942528735633,0.1949912183279776,0.8244643389640697,0.6513583483305647,0.5865591774481034
SCCD_k6_nc5_rf3_ra2,6,SCCD,5,3,2,2.449489742783178,221,175.78698956563392,0.37472993827160567,0.19486486036167325,0.7882668804071665,0.5470285659979872,0.3889324627605195
FCCD_k3_nc7_rf3_ra2,3,FCCD,7,3,2,1,43,18.399767172167568,0.8620555208983156,0.28693585905752605,0.5096339617295665,0.4346999011675629,0.6743924059252175
FCCD_k4_nc7_rf3_ra2,4,FCCD,7,3,2,1,71,30.427539235490027,1.0380521091811417,0.2970176910410563,0.4879791407718144,0.32780413889453286,0.5144955299821569
FCCD_k5_nc7_rf3_ra2,5,FCCD,7,3,2,1,123,53.00199370246391,1.2178469016645685,0.3308243670213515,0.45620422892272017,0.22944508674538788,0.3457238947114206
FCCD_k6_nc7_rf3_ra2,6,FCCD,7,3,2,1,223,95.57303189557602,1.4092648720414442,0.3616855024015951,0.4285701455468159,0.1454573833748425,0.20954467221580314
RCCD_k3_nc7_rf3_ra2,3,RCCD,7,3,2,1.681792830507429,43,29.23194844319033,0.47359512059651543,0.22047006878940534,0.8096620764154228,0.7912569902820213,0.8777035603906116
RCCD_k4_nc7_rf3_ra2,4,RCCD,7,3,2,2,71,53.98457456213493,0.4168526785714286,0.17693763145673178,0.8657731440548515,0.8163022460211213,0.8636618061862883
RCCD_k5_nc7_rf3_ra2,5,RCCD,7,3,2,2.378414230005442,123,102.98287055350717,0.34288722911056907,0.13302901276439347,0.8864047891641295,0.8149297036225365,0.8597664994675162
RCCD_k6_nc7_rf3_ra2,6,RCCD,7,3,2,2.8284271247461903,223,201.23564878730804,0.2506022365629425,0.10494695263848727,0.9023841723909635,0.8179814497295794,0.7221674202110759
SCCD_k3_nc7_rf3_ra2,3,SCCD,7,3,2,1.7320508075688772,43,30.20416280027703,0.4636243386243385,0.2029977103402152,0.836590322290291,0.8082738944365195,0.9532489997631713
SCCD_k4_nc7_rf3_ra2,4,SCCD,7,3,2,2,71,53.98457456213493,0.4168526785714286,0.17450461088713215,0.8657731440548515,0.8163022460211213,0.8757033615867236
SCCD_k5_nc7_rf3_ra2,5,SCCD,7,3,2,2.23606797749979,123,97.3337045038377,0.360422824302135,0.1402899625467109,0.8377807042624691,0.7752810564538201,0.8152677964681914
SCCD_k6_nc7_rf3_ra2,6,SCCD,7,3,2,2.449489742783178,223,177.91214145114216,0.3080632716049381,0.13935922557487634,0.797796521089451,0.6654086990029383,0.5438410678109681
FCCD_k3_nc10_rf3_ra2,3,FCCD,10,3,2,1,46,18.813317403307998,0.8387862137862138,0.29206338789971925,0.5210884133374696,0.44675919033519157,0.6625526250570831
FCCD_k4_nc10_rf3_ra2,4,FCCD,10,3,2,1,74,30.781901609481054,1.0251334890705823,0.31311058996174523,0.4936621979997979,0.3319350908009883,0.48805207893132935
FCCD_k5_nc10_rf3_ra2,5,FCCD,10,3,2,1,126,53.36105654555287,1.2097019907744597,0.3254519655210413,0.45929479167373194,0.23098993812198026,0.35143093528088565
FCCD_k6_nc10_rf3_ra2,6,FCCD,10,3,2,1,226,95.98221217587866,1.4036657234415224,0.34648219515384043,0.43040499842116847,0.1460376052117587,0.21873929196361552
RCCD_k3_nc10_rf3_ra2,3,RCCD,10,3,2,1.681792830507429,46,30.289879845571594,0.41629276009470895,0.21833211814210665,0.8389645000161539,0.9001728726922739,0.8862982046923359
RCCD_k4_nc10_rf3_ra2,4,RCCD,10,3,2,2,74,55.28362093848926,0.36328125000000006,0.16178987048920687,0.8866064927410557,0.9366786140979687,0.9445231268445767
RCCD_k5_nc10_rf3_ra2,5,RCCD,10,3,2,2.378414230005442,126,104.69055203384056,0.2950866757305394,0.11437388863206209,0.9011033213996232,0.9469386826879009,1
RCCD_k6_nc10_rf3_ra2,6,RCCD,10,3,2,2.8284271247461903,226,203.27784150805775,0.21970782249466955,0.08306382006877647,0.9115418062360698,0.9330026507099175,0.9124221590482733
SCCD_k3_nc10_rf3_ra2,3,SCCD,10,3,2,1.7320508075688772,46,31.30091249588318,0.4064814814814814,0.20534093453861343,0.8669679290919108,0.9219004230393755,0.9423711096417355
SCCD_k4_nc10_rf3_ra2,4,SCCD,10,3,2,2,74,55.28362093848926,0.36328125000000006,0.16590274906390493,0.8866064927410557,0.9366786140979687,0.9211075478163504
SCCD_k5_nc10_rf3_ra2,5,SCCD,10,3,2,2.23606797749979,126,99.00098980633858,0.30899425287356297,0.12241972324716122,0.8521315343480597,0.9043177515323175,0.9342766475721003
SCCD_k6_nc10_rf3_ra2,6,SCCD,10,3,2,2.449489742783178,226,180.19295193295014,0.25806327160493814,0.095436306172991,0.8080241685833712,0.7943322561725913,0.7941345708474109
FCCD_k3_nc1_rf1_ra3,3,FCCD,1,1,3,1,27,10.116515571169497,1.1793758043758042,0.6214450674740744,0.28020571462625715,0.3177404931872263,0.31138289522926643
FCCD_k4_nc1_rf1_ra3,4,FCCD,1,1,3,1,41,15.605610018596762,1.1756618649016937,0.5008042004404479,0.25027367836609826,0.2894350730736946,0.3051377648826577
FCCD_k5_nc1_rf1_ra3,5,FCCD,1,1,3,1,63,25.60073077655058,1.1814682823488616,0.38900731052218684,0.22035325141422893,0.23650993612752744,0.2940147538063782
FCCD_k6_nc1_rf1_ra3,6,FCCD,1,1,3,1,101,44.13384557472507,1.2025717681967683,0.32104665806157756,0.1979057088213621,0.17045800191751218,0.23606933180227574
RCCD_k3_nc1_rf1_ra3,3,RCCD,1,1,3,1.681792830507429,27,16.329806277194233,1.885343351748233,0.9781839605235404,0.4523004986667149,0.19876244260121992,0.19782308046888822
RCCD_k4_nc1_rf1_ra3,4,RCCD,1,1,3,2,41,28.33084770652228,1.7625000000000017,0.9834955942610406,0.454353624003904,0.19306540583136306,0.1553787075996648
RCCD_k5_nc1_rf1_ra3,5,RCCD,1,1,3,2.378414230005442,63,51.3357368628891,1.36353291971148,0.7948543639748517,0.4418622511293433,0.20493013696666396,0.14389288631455605
RCCD_k6_nc1_rf1_ra3,6,RCCD,1,1,3,2.8284271247461903,101,97.3399100981086,0.6781374007936495,0.32202377822235,0.4364932095472364,0.3022808954782993,0.2353530241286082
SCCD_k3_nc1_rf1_ra3,3,SCCD,1,1,3,1.7320508075688772,27,17.02578766037914,1.8735754985754967,0.996876825700649,0.4715776855073766,0.20001086159611176,0.1941136149895135
SCCD_k4_nc1_rf1_ra3,4,SCCD,1,1,3,2,41,28.33084770652228,1.7625000000000017,0.9849568503387267,0.454353624003904,0.19306540583136306,0.15514819183570525
SCCD_k5_nc1_rf1_ra3,5,SCCD,1,1,3,2.23606797749979,63,47.49280880743521,1.6230376344085857,0.9852536805560456,0.4087850042584896,0.17216420745342062,0.11608572582800517
SCCD_k6_nc1_rf1_ra3,6,SCCD,1,1,3,2.449489742783178,101,81.70606063657605,1.4858564814814872,0.9407320767883914,0.36638764727411827,0.13795947544331166,0.0805641392655503
FCCD_k3_nc3_rf1_ra3,3,FCCD,3,1,3,1,29,10.36145076571464,1.131838905775076,0.6116072240481163,0.28698989251258733,0.3310854997326968,0.3163915610009219
FCCD_k4_nc3_rf1_ra3,4,FCCD,3,1,3,1,43,15.751596448981847,1.162032334518368,0.5487266461664685,0.25261492365420124,0.29282987027965446,0.27848888956612683
FCCD_k5_nc3_rf1_ra3,5,FCCD,3,1,3,1,65,25.720002071755047,1.175451496388029,0.38246940982306765,0.22137985561268264,0.23772056001771966,0.29904061787574604
FCCD_k6_nc3_rf1_ra3,6,FCCD,3,1,3,1,103,44.25250401757877,1.1991979208117787,0.3436647948882547,0.1984377989425558,0.17093757186509068,0.22053253976914858
RCCD_k3_nc3_rf1_ra3,3,RCCD,3,1,3,1.681792830507429,29,18.202552446393998,1.001361795079644,0.4343538974468671,0.5041715381528472,0.37422583084033567,0.4455062230901132
RCCD_k4_nc3_rf1_ra3,4,RCCD,3,1,3,2,43,30.483698191891847,0.9291666666666674,0.4223390873271273,0.4888797853845618,0.36621823617339283,0.3618283955988209
RCCD_k5_nc3_rf1_ra3,5,RCCD,3,1,3,2.378414230005442,65,53.74411438699797,0.7753206588279022,0.3026566199935089,0.4625918866503902,0.36040441437154275,0.3778998411946683
RCCD_k6_nc3_rf1_ra3,6,RCCD,3,1,3,2.8284271247461903,103,99.13205528866389,0.5277901785714271,0.21541764317072584,0.4445295761866928,0.38838915366722615,0.351824803810915
SCCD_k3_nc3_rf1_ra3,3,SCCD,3,1,3,1.7320508075688772,29,19.002876163929653,0.9846866096866096,0.4815974446558533,0.5263387831520556,0.38056316197365025,0.4018031376273255
SCCD_k4_nc3_rf1_ra3,4,SCCD,3,1,3,2,43,30.483698191891847,0.9291666666666674,0.4264656159779769,0.4888797853845618,0.36621823617339283,0.35832730386905626
SCCD_k5_nc3_rf1_ra3,5,SCCD,3,1,3,2.23606797749979,65,50.04352751108201,0.8230376344086014,0.3278600151069359,0.4307398134667677,0.3395093690895607,0.34884976319774014
SCCD_k6_nc3_rf1_ra3,6,SCCD,3,1,3,2.449489742783178,103,84.97561507654898,0.708078703703703,0.32133989765345766,0.3810490365219077,0.28949886459939117,0.23585390609566848
FCCD_k3_nc5_rf1_ra3,3,FCCD,5,1,3,1,31,10.563267248330385,1.1009816207184628,0.6283978789350777,0.29257977485269476,0.34036485503809794,0.30793764718613276
FCCD_k4_nc5_rf1_ra3,4,FCCD,5,1,3,1,45,15.880793690472835,1.1515463531526136,0.5356309742103132,0.2546869137157349,0.29549637914808363,0.28529768016411033
FCCD_k5_nc5_rf1_ra3,5,FCCD,5,1,3,1,67,25.829143289025655,1.170458581743955,0.38454212695083384,0.22231926715912623,0.23873462278236823,0.2974287616781334
FCCD_k6_nc5_rf1_ra3,6,FCCD,5,1,3,1,105,44.36314842850426,1.196279761904762,0.3171191909815404,0.19893395241130932,0.17135455041289094,0.238993010203416
RCCD_k3_nc5_rf1_ra3,3,RCCD,5,1,3,1.681792830507429,31,19.151558355176842,0.8218006569408478,0.4682447110226675,0.5304569599449966,0.45599312506076856,0.4132611854032378
RCCD_k4_nc5_rf1_ra3,4,RCCD,5,1,3,2,45,31.539700852808398,0.7625000000000001,0.40182428139328275,0.5058153406109852,0.44626593806921666,0.3803012447042215
RCCD_k5_nc5_rf1_ra3,5,RCCD,5,1,3,2.378414230005442,67,54.990096200691546,0.6365250238004645,0.2976920041295575,0.4733164298771742,0.43899136333503075,0.384202084857764
RCCD_k6_nc5_rf1_ra3,6,RCCD,5,1,3,2.8284271247461903,105,100.33049821513733,0.4633556547619041,0.19573496085361397,0.44990365346813194,0.4423987894883123,0.38720354154121456
SCCD_k3_nc5_rf1_ra3,3,SCCD,5,1,3,1.7320508075688772,31,19.998812706875583,0.8069088319088319,0.49554947680277767,0.5539240825345689,0.4644086604542073,0.3904905027536485
SCCD_k4_nc5_rf1_ra3,4,SCCD,5,1,3,2,45,31.539700852808398,0.7625000000000001,0.4207687196194927,0.5058153406109852,0.44626593806921666,0.36317878977419465
SCCD_k5_nc5_rf1_ra3,5,SCCD,5,1,3,2.23606797749979,67,51.27576414088846,0.6630376344086018,0.29839132422367903,0.4413460477285753,0.42143759794912133,0.3833016557355587
SCCD_k6_nc5_rf1_ra3,6,SCCD,5,1,3,2.449489742783178,105,86.54011867759421,0.5525231481481483,0.20986657347450366,0.3880646090396977,0.3710034257501682,0.3611307355487835
FCCD_k3_nc7_rf1_ra3,3,FCCD,7,1,3,1,33,10.735400774716426,1.0793354655294953,0.5858256903972787,0.29734750317108877,0.3471908981992117,0.33031559985837555
FCCD_k4_nc7_rf1_ra3,4,FCCD,7,1,3,1,47,15.99676637953051,1.1432288169732778,0.5302019151802486,0.25654681611275004,0.29764625657238963,0.2882190161729116
FCCD_k5_nc7_rf1_ra3,5,FCCD,7,1,3,1,69,25.929774736788097,1.1662486844177047,0.36057965348530957,0.22318543253942413,0.23959640146093256,0.3171945159038815
FCCD_k6_nc7_rf1_ra3,6,FCCD,7,1,3,1,107,44.46680957992709,1.193730810450701,0.3190990558666458,0.1993987914341141,0.17172044063421313,0.2375101669922311
RCCD_k3_nc7_rf1_ra3,3,RCCD,7,1,3,1.681792830507429,33,19.804705209532564,0.7445590258276485,0.49472685365806407,0.5485477224998632,0.5032985119197172,0.39113980352028527
RCCD_k4_nc7_rf1_ra3,4,RCCD,7,1,3,2,47,32.255177701507385,0.6910714285714286,0.4628714649630197,0.5172897413230556,0.49239161642262413,0.3301440808809712
RCCD_k5_nc7_rf1_ra3,5,RCCD,7,1,3,2.378414230005442,69,55.843885030649524,0.5744614435236107,0.29105544061098476,0.48066524918801656,0.4864190471706463,0.3929625517116875
RCCD_k6_nc7_rf1_ra3,6,RCCD,7,1,3,2.8284271247461903,107,101.2350695608004,0.42755869708994676,0.1938752904326377,0.4539599470226974,0.47943822021261984,0.39091763512938965
SCCD_k3_nc7_rf1_ra3,3,SCCD,7,1,3,1.7320508075688772,33,20.683165960655632,0.7307183557183557,0.48979725892109793,0.5728791952097996,0.5128315811460001,0.39507645420938636
SCCD_k4_nc7_rf1_ra3,4,SCCD,7,1,3,2,47,32.255177701507385,0.6910714285714286,0.4005101717661759,0.5172897413230556,0.49239161642262413,0.3815490470375872
SCCD_k5_nc7_rf1_ra3,5,SCCD,7,1,3,2.23606797749979,69,52.10394648181609,0.5944662058371734,0.3214863637485604,0.4484744642249671,0.47005024886404645,0.3557659096281786
SCCD_k6_nc7_rf1_ra3,6,SCCD,7,1,3,2.449489742783178,107,87.58633317181946,0.4858564814814811,0.19553295206365898,0.39275606110698386,0.42191056120971815,0.3876035688413065
FCCD_k3_nc10_rf1_ra3,3,FCCD,10,1,3,1,36,10.95449009863979,1.0567653890824622,0.5898914131505902,0.30341580605117147,0.35460609668605275,0.3280389577168241
FCCD_k4_nc10_rf1_ra3,4,FCCD,10,1,3,1,50,16.151272380099496,1.1335445245291793,0.5245238943926418,0.2590246933021681,0.30018915923846307,0.2913390142944621
FCCD_k5_nc10_rf1_ra3,5,FCCD,10,1,3,1,72,26.0674441998772,1.1610414720232536,0.35980844236918974,0.22437039534681094,0.24067097922703,0.3178743886023278
FCCD_k6_nc10_rf1_ra3,6,FCCD,10,1,3,1,110,44.611011124724214,1.190459656084656,0.31123590929430395,0.20004542234888203,0.1721922954058122,0.24351068685420924
RCCD_k3_nc10_rf1_ra3,3,RCCD,10,1,3,1.681792830507429,36,20.522116006696965,0.6865143361025048,0.5071243562392119,0.5684184580002292,0.5458523297021102,0.3815777372064263
RCCD_k4_nc10_rf1_ra3,4,RCCD,10,1,3,2,50,33.03134333866695,0.6375,0.4141511274962606,0.5297374334543984,0.5337690631808278,0.3689819107582281
RCCD_k5_nc10_rf1_ra3,5,RCCD,10,1,3,2.378414230005442,72,56.77395063592277,0.5268434906908366,0.2915456662595909,0.48867060582956307,0.5303832977581646,0.3923017964884586
RCCD_k6_nc10_rf1_ra3,6,RCCD,10,1,3,2.8284271247461903,110,102.28055674149508,0.39623635912698396,0.20598693334031093,0.45864813765880913,0.5173376345898059,0.3679324159884399
SCCD_k3_nc10_rf1_ra3,3,SCCD,10,1,3,1.7320508075688772,36,21.434196741462863,0.6735754985754986,0.4952265767420183,0.5936811319203145,0.5563377090288373,0.39074511228590464
SCCD_k4_nc10_rf1_ra3,4,SCCD,10,1,3,2,50,33.03134333866695,0.6375,0.40326548734250695,0.5297374334543984,0.5337690631808278,0.37894210926226496
SCCD_k5_nc10_rf1_ra3,5,SCCD,10,1,3,2.23606797749979,72,52.996465107447904,0.543037634408602,0.27594656673490275,0.45615664262925987,0.5145665241035134,0.41447838973093354
SCCD_k6_nc10_rf1_ra3,6,SCCD,10,1,3,2.449489742783178,110,88.70917855568138,0.43585648148148143,0.1902982178507427,0.39779114265712295,0.4703107318089526,0.39826578988456107
FCCD_k3_nc1_rf2_ra3,3,FCCD,1,2,3,1,35,15.266534383262451,0.8603933167289332,0.36278177181294374,0.4228501549406362,0.4355397031210438,0.5333988071368693
FCCD_k4_nc1_rf2_ra3,4,FCCD,1,2,3,1,57,24.943908932106286,0.8953410311493017,0.2807113004857501,0.40003587388303585,0.38005381853323666,0.5443823390857832
FCCD_k5_nc1_rf2_ra3,5,FCCD,1,2,3,1,95,42.568238310672854,0.9594147898726724,0.2692341165510608,0.36639773296332306,0.29124940635125385,0.42481201898634885
FCCD_k6_nc1_rf2_ra3,6,FCCD,1,2,3,1,165,75.37273466565239,1.042308067185102,0.27157303215140255,0.33798764384930463,0.19666736469077642,0.279075096100476
RCCD_k3_nc1_rf2_ra3,3,RCCD,1,2,3,1.681792830507429,35,22.511750225766967,1.645719343332518,0.9670663645453629,0.6235270449714363,0.22770313252600227,0.20009729572902246
RCCD_k4_nc1_rf2_ra3,4,RCCD,1,2,3,2,57,41.81970000109672,1.544642857142859,0.9920028313082929,0.6706799756605941,0.22029543994861886,0.15404620787695456
RCCD_k5_nc1_rf2_ra3,5,RCCD,1,2,3,2.378414230005442,95,80.14016231294782,1.1238378179885096,0.7465246882437501,0.6897906738934693,0.24863817850084644,0.15320844766853514
RCCD_k6_nc1_rf2_ra3,6,RCCD,1,2,3,2.8284271247461903,165,158.86258605537782,0.4760890151515133,0.2665175078789874,0.7123741946586541,0.4305664996366156,0.28436882308070555
SCCD_k3_nc1_rf2_ra3,3,SCCD,1,2,3,1.7320508075688772,35,23.33557137138392,1.6559095860566395,0.9945591107945189,0.6463451181714299,0.22630187836996563,0.19456597625598923
SCCD_k4_nc1_rf2_ra3,4,SCCD,1,2,3,2,57,41.81970000109672,1.544642857142859,0.9908567031192504,0.6706799756605941,0.22029543994861886,0.15422439378487351
SCCD_k5_nc1_rf2_ra3,5,SCCD,1,2,3,2.23606797749979,95,74.4070996484237,1.4382358156028348,0.9600737176818624,0.640444465392009,0.1942859334774016,0.1191303193969548
SCCD_k6_nc1_rf2_ra3,6,SCCD,1,2,3,2.449489742783178,165,134.03903827065068,1.3446039408310682,0.9334340105808442,0.6010600375571747,0.15245231294096345,0.081194031058274
FCCD_k3_nc3_rf2_ra3,3,FCCD,3,2,3,1,37,15.606744242993562,0.8238636363636364,0.36207834804089134,0.4322732360596459,0.45485130450647693,0.5344350618672463
FCCD_k4_nc3_rf2_ra3,4,FCCD,3,2,3,1,59,25.168529418395718,0.8833734865332344,0.2942310983874914,0.4036382063309854,0.38520261584166954,0.5193681946052965
FCCD_k5_nc3_rf2_ra3,5,FCCD,3,2,3,1,97,42.763306850900094,0.9537386669073695,0.2625603162510515,0.36807674702986964,0.29298276109651317,0.4356099591329772
FCCD_k6_nc3_rf2_ra3,6,FCCD,3,2,3,1,167,75.57393632381641,1.0390196550874011,0.26777988336026193,0.3388898756003893,0.19728980079013747,0.2830282435517608
RCCD_k3_nc3_rf2_ra3,3,RCCD,3,2,3,1.681792830507429,37,25.077571057866265,0.777475083334491,0.3299277569536455,0.6945947614004249,0.4819903013846533,0.5865143512711836
RCCD_k4_nc3_rf2_ra3,4,RCCD,3,2,3,2,59,44.997563310306624,0.7113095238095242,0.33107456817705494,0.7216446953218472,0.4783821478382145,0.46157056160387844
RCCD_k5_nc3_rf2_ra3,5,RCCD,3,2,3,2.378414230005442,97,83.73188211665045,0.5860161007103203,0.2916871831535606,0.7207056951802714,0.4768281752947198,0.3921114647394336
RCCD_k6_nc3_rf2_ra3,6,RCCD,3,2,3,2.8284271247461903,167,161.35173377650796,0.3663519385026731,0.16962249058501352,0.723536071392855,0.5595384089054984,0.44681144454700306
SCCD_k3_nc3_rf2_ra3,3,SCCD,3,2,3,1.7320508075688772,37,26.04537198692371,0.7670206971677562,0.3312137021239403,0.7214007648148146,0.4885597626233166,0.5842371951858851
SCCD_k4_nc3_rf2_ra3,4,SCCD,3,2,3,2,59,44.997563310306624,0.7113095238095242,0.32987893764233056,0.7216446953218472,0.4783821478382145,0.46324350217209936
SCCD_k5_nc3_rf2_ra3,5,SCCD,3,2,3,2.23606797749979,97,78.40331687631765,0.6382358156028365,0.3291519430181001,0.6748411186442111,0.43781464650506674,0.34748052095130016
SCCD_k6_nc3_rf2_ra3,6,SCCD,3,2,3,2.449489742783178,167,139.4027521652271,0.5668261630532992,0.32063616484419233,0.6251120907240315,0.3616417062773362,0.23637155865676857
FCCD_k3_nc5_rf2_ra3,3,FCCD,5,2,3,1,39,15.890985228373053,0.799398804559355,0.35065239562349204,0.44014609978174707,0.46877159134859053,0.5518495431692412
FCCD_k4_nc5_rf2_ra3,4,FCCD,5,2,3,1,61,25.368170372795518,0.87408092269874,0.29458287172769626,0.40683993160482057,0.38929779719612706,0.5187479960053544
FCCD_k5_nc5_rf2_ra3,5,FCCD,5,2,3,1,99,42.942055833823936,0.9490146489519399,0.266866089149287,0.36961529371894825,0.29444117464743125,0.42858157436436384
FCCD_k6_nc5_rf2_ra3,6,FCCD,5,2,3,1,169,75.76163937546738,1.0361725487484554,0.27768196104688336,0.33973157668039194,0.1978318968368986,0.2729355186063173
